#samples, filetype, datatype, headerlength, delta t (s), mV/Division, bottom pore pressure (psi), top pore pressure (psi), confining pressure at gauge (psi), confining pressure at transducer (psi), T outside, T inside, date/time, velocity (km/s), left velocity pick, right velocity pick, left signal pick, right signal pick, left reference pick, right reference pick, left short Q pick, right short Q pick, left long Q pick, right long Q pick, Q over 3 points, Q over >3 points, Gamma, time of flight, reference filename, 1st four characters in reference filename, 1st operator, 2nd operator, comment, system delay (s), samplelength
10000, 0, 3, 0, 1.0E-7, 0.02, 0.0, 0.0, 0.0, 0.0, -6.970000000000001E-5, 0.0, 4/2/2023 12:36:24, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,                                                                                 ,     ,               chance,                     ,                                                                                                                                                                 , 1.1E-6, 1.35
t (ns), A (mV)
+70400E0, +8125E-08
+70500E0, +1969E-07
+70600E0, +3969E-07
+70700E0, +2344E-07
+70800E0, +2250E-07
+70900E0, +2750E-07
+71000E0, +2969E-07
+71100E0, +2875E-07
+71200E0, +2781E-07
+71300E0, +3156E-07
+71400E0, +2219E-07
+71500E0, +2938E-07
+71600E0, +2938E-07
+71700E0, +2938E-07
+71800E0, +2938E-07
+71900E0, +2500E-07
+72000E0, +2500E-07
+72100E0, +2688E-07
+72200E0, +2906E-07
+72300E0, +2750E-07
+72400E0, +2813E-07
+72500E0, +2688E-07
+72600E0, +2781E-07
+72700E0, +2781E-07
+72800E0, +3687E-07
+72900E0, +2781E-07
+73000E0, +2656E-07
+73100E0, +2563E-07
+73200E0, +2875E-07
+73300E0, +3344E-07
+73400E0, +2563E-07
+73500E0, +2844E-07
+73600E0, +2719E-07
+73700E0, +2656E-07
+73800E0, +2813E-07
+73900E0, +2500E-07
+74000E0, +3188E-07
+74100E0, +3000E-07
+74200E0, +2875E-07
+74300E0, +2688E-07
+74400E0, +2875E-07
+74500E0, +3094E-07
+74600E0, +2656E-07
+74700E0, +3469E-07
+74800E0, +3281E-07
+74900E0, +2313E-07
+75000E0, +3687E-07
+75100E0, +2906E-07
+75200E0, +2438E-07
+75300E0, +2750E-07
+75400E0, +2844E-07
+75500E0, +2594E-07
+75600E0, +2656E-07
+75700E0, +3000E-07
+75800E0, +3313E-07
+75900E0, +2969E-07
+76000E0, +2531E-07
+76100E0, +2594E-07
+76200E0, +2938E-07
+76300E0, +2781E-07
+76400E0, +3062E-07
+76500E0, +2563E-07
+76600E0, +2875E-07
+76700E0, +2438E-07
+76800E0, +2719E-07
+76900E0, +2750E-07
+77000E0, +2594E-07
+77100E0, +2531E-07
+77200E0, +2813E-07
+77300E0, +2969E-07
+77400E0, +2844E-07
+77500E0, +2969E-07
+77600E0, +2719E-07
+77700E0, +2844E-07
+77800E0, +2813E-07
+77900E0, +2875E-07
+78000E0, +3031E-07
+78100E0, +2906E-07
+78200E0, +3000E-07
+78300E0, +2594E-07
+78400E0, +2781E-07
+78500E0, +2719E-07
+78600E0, +3062E-07
+78700E0, +3094E-07
+78800E0, +2969E-07
+78900E0, +2906E-07
+79000E0, +2781E-07
+79100E0, +2563E-07
+79200E0, +2594E-07
+79300E0, +3188E-07
+79400E0, +3000E-07
+79500E0, +3062E-07
+79600E0, +3781E-07
+79700E0, +3188E-07
+79800E0, +2969E-07
+79900E0, +3188E-07
+80000E0, +3938E-07
+80100E0, +3344E-07
+80200E0, +3188E-07
+80300E0, +3875E-07
+80400E0, +3563E-07
+80500E0, +3250E-07
+80600E0, +3250E-07
+80700E0, +3344E-07
+80800E0, +2750E-07
+80900E0, +2656E-07
+81000E0, +3219E-07
+81100E0, +3062E-07
+81200E0, +3313E-07
+81300E0, +3156E-07
+81400E0, +2938E-07
+81500E0, +2625E-07
+81600E0, +3469E-07
+81700E0, +2938E-07
+81800E0, +2969E-07
+81900E0, +3625E-07
+82000E0, +3188E-07
+82100E0, +3250E-07
+82200E0, +3031E-07
+82300E0, +3656E-07
+82400E0, +3031E-07
+82500E0, +3656E-07
+82600E0, +3156E-07
